driver_trip,Move_Up_this_percent,Move_to_this_percentile
1312_200,-25,0
1314_1,-30,0
1314_2,-25,0
1314_3,-35,0
1314_6,-30,0
1314_9,-25,0
1314_17,30,0
1314_19,-35,0
1314_26,-25,0
1314_29,75,0
1314_31,-35,0
1314_34,-25,0
1314_43,-35,0
1314_47,3,0
1314_48,-30,0
1314_53,-25,0
1314_54,30,0
1314_55,-35,0
1314_58,75,0
1314_60,75,0
1314_61,1,0
1314_62,-35,0
1314_65,-30,0
1314_72,1,0
1314_77,75,0
1314_80,-35,0
1314_84,-35,0
1314_85,-30,0
1314_93,-25,0
1314_97,-25,0
1314_103,-30,0
1314_108,-30,0
1314_109,3,0
1314_110,3,0
1314_112,-25,0
1314_116,40,0
1314_120,-25,0
1314_127,3,0
1314_128,3,0
1314_131,-25,0
1314_133,30,0
1314_142,-25,0
1314_154,10,0
1314_166,-45,0
1314_167,30,0
1314_169,-25,0
1314_173,-35,0
1314_174,-25,0
1314_180,-45,0
1314_182,-35,0
1314_183,-25,0
1314_188,3,0
1314_194,3,0
1314_197,-25,0
1315_4,30,0
1315_10,-35,0
1315_12,75,0
1315_13,30,0
1315_19,10,0
1315_20,1,0
1315_21,-25,0
1315_30,-35,0
1315_31,-25,0
1315_36,3,0
1315_37,-25,0
1315_39,30,0
1315_40,-25,0
1315_46,10,0
1315_48,-25,0
1315_54,-25,0
1315_55,-25,0
1315_60,-25,0
1315_61,-25,0
1315_62,40,0
1315_70,-35,0
1315_72,-35,0
1315_73,30,0
1315_84,-35,0
1315_92,-25,0
1315_101,-30,0
1315_105,-30,0
1315_108,3,0
1315_126,-25,0
1315_131,-30,0
1315_135,1,0
1315_136,-35,0
1315_142,1,0
1315_144,-25,0
1315_145,-25,0
1315_149,-25,0
1315_153,-25,0
1315_154,40,0
1315_158,-30,0
1315_164,-25,0
1315_167,-35,0
1315_172,30,0
1315_177,75,0
1315_180,-25,0
1315_186,40,0
1315_190,75,0
1315_193,3,0
1315_195,30,0
1316_12,-25,0
1316_15,-35,0
1316_20,-30,0
1316_22,-25,0
1316_25,-25,0
1316_26,-35,0
1316_28,40,0
1316_29,-25,0
1316_31,1,0
1316_34,30,0
1316_36,-35,0
1316_53,30,0
1316_57,-35,0
1316_65,3,0
1316_69,-25,0
1316_74,-25,0
1316_79,-35,0
1316_83,-25,0
1316_85,-35,0
1316_86,30,0
1316_87,-25,0
1316_88,-25,0
1316_94,-25,0
1316_96,-35,0
1316_101,-35,0
1316_112,30,0
1316_115,40,0
1316_116,-35,0
1316_118,-25,0
1316_120,-25,0
1316_128,-25,0
1316_133,-30,0
1316_136,1,0
1316_142,3,0
1316_148,1,0
1316_149,40,0
1316_158,10,0
1316_160,-25,0
1316_164,30,0
1316_166,3,0
1316_172,40,0
1316_179,3,0
1316_183,-30,0
1316_191,10,0
1316_192,3,0
1316_193,30,0
1316_195,30,0
1316_196,-35,0
1316_197,-25,0
1318_2,-25,0
1318_10,-25,0
1318_16,-25,0
1318_24,30,0
1318_30,-25,0
1318_32,-25,0
1318_57,-25,0
1318_59,-35,0
1318_61,3,0
1318_71,10,0
1318_85,-25,0
1318_98,-25,0
1318_109,10,0
1318_118,-25,0
1318_127,3,0
1318_128,-30,0
1318_132,30,0
1318_155,-25,0
1318_156,-25,0
1318_159,-35,0
1318_165,-25,0
1318_167,3,0
1318_176,-25,0
1318_183,-25,0
1319_2,-25,0
1319_4,-35,0
1319_5,-25,0
1319_21,3,0
1319_27,-25,0
1319_40,-35,0
1319_42,-30,0
1319_52,1,0
1319_53,-35,0
1319_56,-35,0
1319_57,1,0
1319_66,-25,0
1319_70,-25,0
1319_72,-25,0
1319_81,-25,0
1319_83,-25,0
1319_84,-35,0
1319_88,3,0
1319_90,-25,0
1319_111,3,0
1319_113,-25,0
1319_121,3,0
1319_128,30,0
1319_134,-30,0
1319_141,30,0
1319_142,-25,0
1319_147,1,0
1319_153,3,0
1319_159,-25,0
1319_162,-30,0
1319_177,40,0
1319_178,-25,0
1319_184,1,0
1319_190,1,0
1319_197,-25,0
1319_199,-25,0
1319_200,30,0
132_28,-25,0
132_41,3,0
132_44,3,0
132_45,-25,0
132_48,-25,0
132_51,-25,0
132_56,1,0
132_61,-25,0
132_62,-25,0
132_66,3,0
132_81,-25,0
132_87,-30,0
132_99,1,0
132_136,-25,0
132_143,-25,0
132_156,3,0
132_168,-30,0
132_171,3,0
132_177,-25,0
1321_5,-25,0
1321_6,30,0
1321_9,3,0
1321_19,-30,0
1321_21,1,0
1321_24,3,0
1321_26,-25,0
1321_40,-25,0
1321_42,1,0
1321_44,-35,0
1321_55,3,0
1321_56,30,0
1321_58,3,0
1321_64,3,0
1321_69,-35,0
1321_76,-25,0
1321_81,-25,0
1321_83,-35,0
1321_88,-35,0
1321_94,-35,0
1321_102,-35,0
1321_106,-30,0
1321_107,30,0
1321_108,-25,0
1321_110,-25,0
1321_112,30,0
1321_116,-25,0
1321_139,-35,0
1321_141,3,0
1321_143,-25,0
1321_149,-35,0
1321_150,-30,0
1321_161,-30,0
1321_162,-30,0
1321_166,-25,0
1321_176,3,0
1321_177,-35,0
1321_179,-35,0
1321_184,1,0
1321_186,30,0
1321_189,-35,0
1321_191,-30,0
1321_192,30,0
1323_18,75,0
1323_23,-35,0
1323_33,-35,0
1323_51,75,0
1323_54,-35,0
1323_89,-35,0
1323_97,-25,0
1323_104,40,0
1323_105,-30,0
1323_107,-25,0
1323_117,30,0
1323_123,-30,0
1323_134,-35,0
1323_137,-45,0
1323_148,-25,0
1323_154,-35,0
1323_163,-35,0
1323_165,-35,0
1323_167,-25,0
1323_190,-25,0
1324_2,3,0
1324_6,-30,0
1324_12,-25,0
1324_16,1,0
1324_18,-25,0
1324_23,10,0
1324_25,75,0
1324_27,-25,0
1324_29,-25,0
1324_38,1,0
1324_41,-25,0
1324_42,75,0
1324_47,3,0
1324_50,-35,0
1324_58,30,0
1324_60,-25,0
1324_75,75,0
1324_79,-25,0
1324_82,40,0
1324_88,-30,0
1324_90,40,0
1324_93,-25,0
1324_94,30,0
1324_95,3,0
1324_98,3,0
1324_106,-25,0
1324_115,3,0
1324_124,-30,0
1324_132,10,0
1324_137,30,0
1324_138,-30,0
1324_147,-35,0
1324_161,-30,0
1324_162,3,0
1324_175,-25,0
1324_182,-25,0
1324_186,-25,0
1325_7,-25,0
1325_9,-25,0
1325_12,-30,0
1325_20,-30,0
1325_24,-30,0
1325_33,1,0
1325_39,-25,0
1325_62,-25,0
1325_68,-25,0
1325_72,1,0
1325_75,10,0
1325_84,-25,0
1325_92,-25,0
1325_95,-25,0
1325_102,-25,0
1325_105,30,0
1325_116,-25,0
1325_128,75,0
1325_131,-25,0
1325_142,3,0
1325_148,3,0
1325_159,-30,0
1325_170,40,0
1325_176,3,0
1325_179,3,0
1325_181,-25,0
1325_198,3,0
1326_7,-25,0
1326_16,-25,0
1326_19,75,0
1326_25,3,0
1326_44,-25,0
1326_48,10,0
1326_52,75,0
1326_60,-35,0
1326_77,-35,0
1326_81,75,0
1326_82,40,0
1326_83,-35,0
1326_84,75,0
1326_85,3,0
1326_86,-25,0
1326_88,3,0
1326_94,-35,0
1326_101,-25,0
1326_103,-30,0
1326_108,3,0
1326_120,-35,0
1326_129,-35,0
1326_131,-25,0
1326_137,-25,0
1326_153,30,0
1326_155,-30,0
1326_162,-25,0
1326_173,75,0
1326_189,-25,0
1326_190,75,0
1326_191,-25,0
1326_192,3,0
1326_195,1,0
1326_196,-35,0
1326_198,40,0
1327_6,-25,0
1327_8,-35,0
1327_9,-25,0
1327_12,3,0
1327_18,30,0
1327_20,3,0
1327_21,75,0
1327_28,-25,0
1327_29,30,0
1327_32,-30,0
1327_38,-35,0
1327_40,75,0
1327_41,-35,0
1327_60,30,0
1327_62,3,0
1327_76,-25,0
1327_77,75,0
1327_81,-25,0
1327_83,-25,0
1327_90,-25,0
1327_91,75,0
1327_93,3,0
1327_95,-25,0
1327_114,3,0
1327_119,3,0
1327_129,3,0
1327_142,3,0
1327_146,40,0
1327_156,40,0
1327_167,-25,0
1327_177,1,0
1327_200,-35,0
1328_8,3,0
1328_12,-35,0
1328_29,30,0
1328_50,10,0
1328_55,-30,0
1328_57,1,0
1328_58,40,0
1328_59,1,0
1328_61,-35,0
1328_70,-25,0
1328_72,-25,0
1328_77,30,0
1328_84,1,0
1328_89,1,0
1328_90,75,0
1328_94,-35,0
1328_103,40,0
1328_111,3,0
1328_127,-30,0
1328_132,-30,0
1328_136,-25,0
1328_157,1,0
1328_163,-25,0
1328_165,-35,0
1328_166,30,0
1328_183,-25,0
1328_184,-25,0
1328_185,-25,0
1328_198,30,0
1329_1,-35,0
1329_8,3,0
1329_10,-30,0
1329_13,10,0
1329_19,-25,0
1329_29,-30,0
1329_35,3,0
1329_37,40,0
1329_44,-25,0
1329_51,-25,0
1329_55,10,0
1329_58,-35,0
1329_60,-35,0
1329_61,-35,0
1329_62,40,0
1329_66,-35,0
1329_73,40,0
1329_77,-30,0
1329_96,30,0
1329_102,10,0
1329_104,-30,0
1329_110,-35,0
1329_119,3,0
1329_129,-35,0
1329_134,-35,0
1329_149,-30,0
1329_151,3,0
1329_159,75,0
1329_160,-30,0
1329_172,-35,0
1329_173,3,0
1329_194,-25,0
133_4,75,0
133_7,75,0
133_21,-25,0
133_24,3,0
133_29,10,0
133_41,1,0
133_49,-25,0
133_51,-30,0
133_54,-30,0
133_55,-25,0
133_59,30,0
133_68,1,0
133_89,-30,0
133_91,1,0
133_94,3,0
133_99,-25,0
133_113,-30,0
133_117,-25,0
133_120,3,0
133_124,-25,0
133_128,-30,0
133_147,-25,0
133_156,-30,0
133_157,3,0
133_168,-25,0
133_182,-30,0
133_183,40,0
133_193,3,0
133_194,75,0
133_198,3,0
1330_1,75,0
1330_7,-25,0
1330_8,-25,0
1330_15,-25,0
1330_16,-25,0
1330_22,-30,0
1330_23,3,0
1330_27,3,0
1330_35,3,0
1330_46,-25,0
1330_52,75,0
1330_54,-30,0
1330_68,10,0
1330_78,75,0
1330_84,-25,0
1330_87,-35,0
1330_90,-30,0
1330_92,75,0
1330_94,3,0
1330_97,40,0
1330_98,-25,0
1330_101,-25,0
1330_102,-25,0
1330_116,-25,0
1330_120,3,0
1330_121,-25,0
1330_123,-25,0
1330_131,-25,0
1330_139,-35,0
1330_145,40,0
1330_158,-35,0
1330_166,-35,0
1330_171,-35,0
1330_172,-25,0
1330_181,75,0
1330_183,-25,0
1330_188,3,0
1330_192,1,0
1331_2,30,0
1331_3,-25,0
1331_4,-35,0
1331_6,-30,0
1331_7,30,0
1331_8,-25,0
1331_10,75,0
1331_13,-25,0
1331_15,30,0
1331_16,1,0
1331_17,-25,0
1331_18,-25,0
1331_19,-25,0
1331_20,-35,0
1331_23,3,0
1331_28,-25,0
1331_35,-25,0
1331_42,30,0
1331_44,-30,0
1331_45,75,0
1331_49,-25,0
1331_50,-25,0
1331_53,40,0
1331_55,3,0
1331_58,10,0
1331_61,-25,0
1331_63,-35,0
1331_66,30,0
1331_70,-30,0
1331_71,-30,0
1331_74,-35,0
1331_76,30,0
1331_77,30,0
1331_78,-30,0
1331_85,-25,0
1331_87,-25,0
1331_90,10,0
1331_92,-25,0
1331_93,10,0
1331_95,-25,0
1331_96,40,0
1331_97,-35,0
1331_98,30,0
1331_103,-30,0
1331_104,-25,0
1331_107,75,0
1331_109,-30,0
1331_110,30,0
1331_112,-30,0
1331_115,1,0
1331_120,-25,0
1331_121,3,0
1331_122,30,0
1331_123,-30,0
1331_125,-25,0
1331_126,75,0
1331_138,-25,0
1331_141,30,0
1331_143,1,0
1331_144,-25,0
1331_147,-30,0
1331_152,-35,0
1331_154,3,0
1331_156,-25,0
1331_157,-35,0
1331_161,3,0
1331_166,30,0
1331_167,-25,0
1331_169,3,0
1331_170,-30,0
1331_172,3,0
1331_182,-25,0
1331_183,-30,0
1331_185,3,0
1331_188,40,0
1331_189,75,0
1331_191,-30,0
1331_192,1,0
1331_194,-25,0
1331_195,-25,0
1331_196,-25,0
1331_197,-30,0
1331_198,3,0
1332_13,3,0
1332_14,-35,0
1332_17,-25,0
1332_29,-35,0
1332_31,30,0
1332_32,-35,0
1332_41,-25,0
1332_59,-35,0
1332_68,3,0
1332_81,-25,0
1332_88,30,0
1332_89,3,0
1332_108,-25,0
1332_123,3,0
1332_126,-35,0
1332_138,40,0
1332_159,-35,0
1332_162,-25,0
1332_165,-35,0
1332_168,-25,0
1332_169,-30,0
1332_177,3,0
1332_180,3,0
1332_186,-35,0
1333_2,-25,0
1333_11,-25,0
1333_12,-25,0
1333_16,3,0
1333_17,-25,0
1333_20,-35,0
1333_24,-25,0
1333_25,-25,0
1333_27,-25,0
1333_32,-30,0
1333_34,-25,0
1333_38,-25,0
1333_44,40,0
1333_45,75,0
1333_48,75,0
1333_49,-25,0
1333_51,-35,0
1333_52,-25,0
1333_54,-25,0
1333_57,40,0
1333_62,-25,0
1333_66,30,0
1333_73,-30,0
1333_79,10,0
1333_80,-35,0
1333_81,40,0
1333_93,-25,0
1333_101,-30,0
1333_104,-25,0
1333_105,-25,0
1333_108,30,0
1333_109,-25,0
1333_114,-25,0
1333_116,-25,0
1333_122,10,0
1333_128,10,0
1333_129,3,0
1333_156,10,0
1333_158,-25,0
1333_160,-30,0
1333_169,-25,0
1333_172,-25,0
1333_176,-25,0
1333_181,30,0
1333_182,-25,0
1333_185,-25,0
1333_189,-25,0
1333_190,3,0
1333_193,-25,0
1333_194,-25,0
1333_196,-30,0
1334_28,-25,0
1334_33,-25,0
1334_51,-35,0
1334_56,-25,0
1334_89,-35,0
1334_100,3,0
1334_110,3,0
1334_111,30,0
1334_114,-25,0
1334_118,-30,0
1334_120,3,0
1334_122,-25,0
1334_133,-25,0
1334_139,-35,0
1334_144,-35,0
1334_146,3,0
1334_157,-35,0
1334_158,-25,0
1334_175,75,0
1334_179,-25,0
1334_192,-25,0
1337_18,-35,0
1337_21,40,0
1337_28,-25,0
1337_37,-25,0
1337_40,-30,0
1337_43,3,0
1337_45,3,0
1337_54,-35,0
1337_56,3,0
1337_59,-35,0
1337_64,1,0
1337_79,-35,0
1337_80,-25,0
1337_87,-25,0
1337_90,3,0
1337_98,-35,0
1337_101,40,0
1337_114,3,0
1337_115,-25,0
1337_119,30,0
1337_122,3,0
1337_124,-25,0
1337_125,3,0
1337_128,-25,0
1337_133,-25,0
1337_135,3,0
1337_145,-35,0
1337_151,-25,0
1337_154,3,0
1337_155,-35,0
1337_158,-25,0
1337_159,75,0
1337_175,10,0
1338_2,40,0
1338_4,-25,0
1338_6,-25,0
1338_9,-25,0
1338_15,30,0
1338_22,-25,0
1338_23,-25,0
1338_25,40,0
1338_29,-25,0
1338_32,3,0
1338_33,-25,0
1338_40,-25,0
1338_42,-25,0
1338_49,-25,0
1338_50,-30,0
1338_51,30,0
1338_63,-25,0
1338_64,-25,0
1338_65,-25,0
1338_69,75,0
1338_70,-35,0
1338_71,-25,0
1338_73,30,0
1338_74,-25,0
1338_85,-35,0
1338_95,75,0
1338_98,75,0
1338_106,75,0
1338_117,-30,0
1338_130,1,0
1338_132,-30,0
1338_142,-25,0
1338_145,-25,0
1338_149,-25,0
1338_153,-25,0
1338_161,-25,0
1338_162,-25,0
1338_163,40,0
1338_169,75,0
1338_179,1,0
1338_190,-25,0
1338_191,1,0
1338_200,-25,0
1339_8,3,0
1339_13,-35,0
1339_17,3,0
1339_21,-25,0
1339_25,30,0
1339_31,3,0
1339_43,-25,0
1339_46,-35,0
1339_51,3,0
1339_59,-35,0
1339_69,1,0
1339_105,3,0
1339_106,-25,0
1339_110,-25,0
1339_118,-35,0
1339_125,3,0
1339_132,-25,0
1339_133,-25,0
1339_149,3,0
1339_151,30,0
1339_154,3,0
1339_166,-35,0
1339_168,3,0
1339_174,1,0
1339_178,75,0
1339_180,-25,0
1339_190,-25,0
1339_193,3,0
1339_194,-35,0
134_1,-25,0
134_3,10,0
134_17,30,0
134_25,-35,0
134_40,-30,0
134_48,-25,0
134_58,-25,0
134_65,75,0
134_66,10,0
134_71,40,0
134_73,-25,0
134_74,3,0
134_76,-25,0
134_83,3,0
134_101,-25,0
134_108,-30,0
134_112,-30,0
134_115,75,0
134_119,-35,0
134_120,40,0
134_123,-35,0
134_128,-25,0
134_135,-30,0
134_138,40,0
134_139,-25,0
134_151,75,0
134_152,-35,0
134_182,40,0
134_186,30,0
134_193,40,0
134_196,-25,0
1340_6,3,0
1340_7,-25,0
1340_8,-30,0
1340_9,40,0
1340_17,-30,0
1340_37,75,0
1340_38,-30,0
1340_45,3,0
1340_66,-25,0
1340_77,75,0
1340_79,75,0
1340_82,3,0
1340_87,-30,0
1340_88,40,0
1340_93,-25,0
1340_95,30,0
1340_97,30,0
1340_98,40,0
1340_102,-25,0
1340_103,-30,0
1340_107,-25,0
1340_111,-35,0
1340_113,-25,0
1340_116,-25,0
1340_117,3,0
1340_118,-30,0
1340_126,-25,0
1340_129,3,0
1340_130,3,0
1340_137,-30,0
1340_142,30,0
1340_145,-25,0
1340_150,-35,0
1340_155,-25,0
1340_160,-25,0
1340_182,-25,0
1340_193,30,0
1341_2,-30,0
1341_9,-25,0
1341_22,-35,0
1341_25,-35,0
1341_31,-35,0
1341_52,1,0
1341_73,-25,0
1341_80,1,0
1341_88,-35,0
1341_115,-35,0
1341_120,3,0
1341_141,-25,0
1341_146,-35,0
1341_148,3,0
1341_162,-35,0
1341_175,1,0
1342_6,-35,0
1342_7,-35,0
1342_11,3,0
1342_15,-35,0
1342_26,-35,0
1342_29,40,0
1342_30,-35,0
1342_34,3,0
1342_48,-35,0
1342_51,-25,0
1342_58,-35,0
1342_65,3,0
1342_70,3,0
1342_74,3,0
1342_77,75,0
1342_78,40,0
1342_80,-25,0
1342_87,1,0
1342_88,-30,0
1342_93,75,0
1342_94,-45,0
1342_95,3,0
1342_109,3,0
1342_114,-35,0
1342_119,3,0
1342_120,40,0
1342_124,-25,0
1342_133,3,0
1342_145,-25,0
1342_154,-35,0
1342_158,3,0
1342_161,-35,0
1342_165,-35,0
1342_184,3,0
1342_192,-35,0
1342_200,3,0
1343_1,40,0
1343_3,-25,0
1343_7,30,0
1343_8,-25,0
1343_11,-25,0
1343_14,-35,0
1343_15,-25,0
1343_18,-35,0
1343_19,-25,0
1343_26,-35,0
1343_27,-35,0
1343_28,-25,0
1343_31,40,0
1343_33,-25,0
1343_37,1,0
1343_39,-35,0
1343_40,-25,0
1343_46,-25,0
1343_47,-25,0
1343_53,10,0
1343_54,-25,0
1343_55,-25,0
1343_56,-25,0
1343_59,-25,0
1343_65,1,0
1343_68,-25,0
1343_70,1,0
1343_74,1,0
1343_75,10,0
1343_77,-30,0
1343_80,10,0
1343_83,-30,0
1343_84,-30,0
1343_86,75,0
1343_88,-35,0
1343_92,3,0
1343_94,40,0
1343_99,-25,0
1343_102,40,0
1343_104,-25,0
1343_113,-25,0
1343_114,3,0
1343_125,-25,0
1343_130,40,0
1343_131,-35,0
1343_135,30,0
1343_142,1,0
1343_148,-25,0
1343_149,-35,0
1343_151,-25,0
1343_153,75,0
1343_154,-25,0
1343_157,-25,0
1343_159,-25,0
1343_164,-25,0
1343_174,-25,0
1343_182,-35,0
1343_184,-35,0
1343_192,-25,0
1343_193,-30,0
1343_196,-35,0
1343_200,-25,0
1344_32,75,0
1344_48,-25,0
1344_50,3,0
1344_55,3,0
1344_67,-30,0
1344_93,1,0
1344_104,3,0
1344_109,3,0
1344_125,3,0
1344_134,3,0
1344_161,-25,0
1344_171,-35,0
1344_173,1,0
1344_175,-35,0
1344_179,3,0
1344_189,-35,0
1344_190,-25,0
1344_200,3,0
1345_8,3,0
1345_12,3,0
1345_13,3,0
1345_14,3,0
1345_22,40,0
1345_35,-25,0
1345_37,3,0
1345_44,3,0
1345_51,3,0
1345_62,1,0
1345_65,30,0
1345_107,3,0
1345_123,3,0
1345_133,-35,0
1345_151,75,0
1345_161,30,0
1345_162,-25,0
1345_163,3,0
1346_12,10,0
1346_14,75,0
1346_19,3,0
1346_24,30,0
1346_29,-25,0
1346_33,-25,0
1346_44,-35,0
1346_45,-35,0
1346_56,3,0
1346_60,10,0
1346_69,10,0
1346_70,3,0
1346_71,-25,0
1346_75,1,0
1346_80,-35,0
1346_81,3,0
1346_84,30,0
1346_87,-25,0
1346_90,-25,0
1346_94,-25,0
1346_97,-25,0
1346_98,3,0
1346_102,75,0
1346_110,-35,0
1346_115,-30,0
1346_121,-35,0
1346_126,30,0
1346_129,75,0
1346_131,-25,0
1346_133,-35,0
1346_141,3,0
1346_142,-25,0
1346_147,-35,0
1346_149,75,0
1346_153,30,0
1346_155,3,0
1346_156,-25,0
1346_162,-25,0
1346_166,-25,0
1346_168,-25,0
1346_169,-25,0
1346_177,3,0
1346_178,-25,0
1346_195,-25,0
1346_198,30,0
1346_200,-30,0
1347_5,30,0
1347_8,-30,0
1347_11,-35,0
1347_12,-25,0
1347_14,-35,0
1347_17,75,0
1347_18,-30,0
1347_21,3,0
1347_26,-25,0
1347_36,-25,0
1347_41,-30,0
1347_46,-25,0
1347_54,-35,0
1347_56,3,0
1347_60,-30,0
1347_63,-25,0
1347_65,3,0
1347_67,-25,0
1347_69,75,0
1347_71,40,0
1347_74,75,0
1347_83,-25,0
1347_86,-25,0
1347_87,-25,0
1347_89,30,0
1347_90,-30,0
1347_93,-25,0
1347_95,-25,0
1347_120,-30,0
1347_123,75,0
1347_125,-25,0
1347_142,40,0
1347_144,-30,0
1347_149,30,0
1347_150,-35,0
1347_151,-25,0
1347_162,3,0
1347_163,-35,0
1347_164,40,0
1347_172,3,0
1347_176,-30,0
1347_192,-35,0
1347_194,-35,0
1347_196,75,0
1347_197,-25,0
1347_200,-30,0
1348_3,-35,0
1348_4,-25,0
1348_13,3,0
1348_21,-25,0
1348_34,-25,0
1348_40,3,0
1348_46,-35,0
1348_69,-25,0
1348_71,3,0
1348_75,3,0
1348_78,3,0
1348_82,-30,0
1348_88,-35,0
1348_90,40,0
1348_95,-25,0
1348_96,-35,0
1348_100,-35,0
1348_102,-35,0
1348_106,-30,0
1348_113,-25,0
1348_115,-25,0
1348_117,1,0
1348_119,3,0
1348_127,-25,0
1348_140,-35,0
1348_146,-25,0
1348_150,-35,0
1348_152,10,0
1348_165,-25,0
1348_169,3,0
1348_170,-30,0
1348_174,30,0
1348_186,-25,0
1348_193,-35,0
1348_198,-25,0
1349_5,30,0
1349_9,30,0
1349_11,-25,0
1349_24,-25,0
1349_31,-25,0
1349_37,-25,0
1349_41,-35,0
1349_54,-25,0
1349_57,30,0
1349_58,30,0
1349_69,-25,0
1349_85,30,0
1349_87,-25,0
1349_89,-35,0
1349_94,-25,0
1349_115,30,0
1349_122,1,0
1349_123,-30,0
1349_130,-35,0
1349_131,3,0
1349_137,30,0
1349_138,10,0
1349_151,-35,0
1349_152,-35,0
1349_156,-35,0
1349_158,3,0
1349_160,10,0
1349_162,3,0
1349_166,-30,0
1349_180,10,0
1349_182,-25,0
1349_183,40,0
1349_192,-35,0
1349_195,-35,0
1349_197,10,0
135_28,-35,0
135_47,3,0
135_51,40,0
135_59,40,0
135_64,-35,0
135_75,-35,0
135_83,-35,0
135_84,3,0
135_85,1,0
135_95,-35,0
135_99,3,0
135_108,-35,0
135_119,-35,0
135_135,-35,0
135_137,-35,0
135_157,-35,0
135_159,-45,0
135_166,3,0
135_177,-35,0
135_179,-35,0
135_185,-35,0
135_187,-35,0
135_190,-35,0
135_191,3,0
1350_1,40,0
1350_22,30,0
1350_33,1,0
1350_34,-25,0
1350_41,1,0
1350_50,-30,0
1350_65,-35,0
1350_67,-25,0
1350_70,-25,0
1350_71,10,0
1350_75,-30,0
1350_78,30,0
1350_81,1,0
1350_82,3,0
1350_85,-25,0
1350_86,-25,0
1350_88,-25,0
1350_91,-25,0
1350_109,-25,0
1350_110,-25,0
1350_114,-25,0
1350_125,3,0
1350_126,-25,0
1350_139,-25,0
1350_148,-25,0
1350_153,40,0
1350_160,40,0
1350_161,-25,0
1350_168,3,0
1350_172,3,0
1350_178,-25,0
1350_183,3,0
1350_198,3,0
1351_2,-25,0
1351_3,-30,0
1351_13,40,0
1351_23,-30,0
1351_25,40,0
1351_39,-25,0
1351_48,10,0
1351_62,30,0
1351_67,-25,0
1351_78,1,0
1351_80,-25,0
1351_88,3,0
1351_90,-25,0
1351_93,3,0
1351_96,-25,0
1351_100,75,0
1351_109,-25,0
1351_113,-25,0
1351_124,-35,0
1351_125,-25,0
1351_142,10,0
1351_148,-25,0
1351_158,-25,0
1351_161,-35,0
1351_165,-35,0
1351_167,-45,0
1351_168,-25,0
1351_170,-25,0
1351_177,10,0
1351_181,40,0
1351_186,-35,0
1351_187,-35,0
1351_191,-25,0
1351_195,1,0
1352_3,1,0
1352_5,-35,0
1352_12,-35,0
1352_13,75,0
1352_16,3,0
1352_19,10,0
1352_21,30,0
1352_33,-30,0
1352_39,-25,0
1352_42,3,0
1352_44,-25,0
1352_45,-25,0
1352_52,-35,0
1352_56,-30,0
1352_57,-25,0
1352_67,-35,0
1352_69,-35,0
1352_75,-35,0
1352_76,-30,0
1352_80,30,0
1352_85,3,0
1352_87,-75,0
1352_91,75,0
1352_94,-25,0
1352_98,-25,0
1352_102,-75,0
1352_103,3,0
1352_106,30,0
1352_120,3,0
1352_125,-25,0
1352_128,-25,0
1352_133,-35,0
1352_136,-25,0
1352_137,30,0
1352_148,-25,0
1352_150,10,0
1352_152,75,0
1352_156,-35,0
1352_157,-25,0
1352_159,-35,0
1352_168,3,0
1352_169,-75,0
1352_173,-35,0
1352_174,-25,0
1352_176,75,0
1352_178,40,0
1352_179,40,0
1352_182,-35,0
1352_189,3,0
1352_194,-45,0
1352_195,-30,0
1352_196,-30,0
1352_197,-35,0
1352_199,10,0
1353_3,-30,0
1353_12,3,0
1353_17,30,0
1353_20,3,0
1353_22,-30,0
1353_23,3,0
1353_24,-25,0
1353_27,3,0
1353_32,-30,0
1353_35,3,0
1353_37,-30,0
1353_49,-30,0
1353_53,-25,0
1353_61,-25,0
1353_69,-35,0
1353_74,-30,0
1353_89,-35,0
1353_101,-35,0
1353_106,-25,0
1353_109,-25,0
1353_112,40,0
1353_116,-30,0
1353_117,-30,0
1353_123,-25,0
1353_125,-25,0
1353_130,30,0
1353_133,30,0
1353_136,-25,0
1353_138,10,0
1353_139,40,0
1353_140,-30,0
1353_145,-25,0
1353_148,10,0
1353_151,-30,0
1353_156,30,0
1353_163,40,0
1353_165,3,0
1353_167,-35,0
1353_168,-25,0
1353_175,-30,0
1353_177,-30,0
1353_189,-30,0
1353_191,-25,0
1353_192,-25,0
1353_193,1,0
1353_196,40,0
1354_3,3,0
1354_8,3,0
1354_24,-25,0
1354_36,3,0
1354_42,-25,0
1354_57,-25,0
1354_71,30,0
1354_79,-25,0
1354_91,3,0
1354_104,75,0
1354_120,-25,0
1354_121,-25,0
1354_144,3,0
1354_145,3,0
1354_151,-25,0
1354_159,-25,0
1354_161,3,0
1354_166,-25,0
1354_168,-25,0
1354_171,-25,0
1354_184,3,0
1354_191,-25,0
1354_192,-25,0
1354_200,3,0
1355_1,3,0
1355_16,1,0
1355_26,-25,0
1355_28,1,0
1355_45,-35,0
1355_55,-25,0
1355_62,3,0
1355_66,3,0
1355_71,40,0
1355_77,-25,0
1355_80,30,0
1355_84,-25,0
1355_98,-25,0
1355_121,-35,0
1355_135,-25,0
1355_144,-25,0
1355_155,1,0
1355_182,-25,0
1355_186,3,0
1355_187,-25,0
1355_190,-35,0
1356_1,-35,0
1356_2,-30,0
1356_11,-25,0
1356_17,-35,0
1356_21,-30,0
1356_24,40,0
1356_25,-25,0
1356_33,30,0
1356_40,30,0
1356_42,-25,0
1356_49,-25,0
1356_57,30,0
1356_62,-25,0
